Handle,Title,Body HTML,Type,Tags,Status,Published,URL,Custom Collections,Smart Collections,Image Src,Image Alt Text,Option1 Name,Variant Image,Variant Price,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: custom.how_to_use [multi_line_text_field],Metafield: custom.ingredients [multi_line_text_field],Metafield: custom.essences_inside_pictures [list.file_reference],Metafield: custom.essences_inside_names [list.single_line_text_field],Metafield: custom.essences_inside_descriptors [list.single_line_text_field],Metafield: custom.summary_blurb [multi_line_text_field],Metafield: custom.smells_like [multi_line_text_field],Metafield: judgeme.widget [string]
Quiet Mind Mist,Quiet Mind Mist,,Aura Mists,"Feel Good, Quiet Mind, Restless Sleeper, Type A",Active,True,https://www.lotuswei.com/products/quiet-mind-flower-essence-mist,"all, best-sellers, pregnancy, women, travel, practice","aura-mists, elixirs, restless-sleeper, type-a, quiet-mind, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/LotusWeiSpring-112_1.jpg?v=1716948905,,,,,,,,,,,,,,
Quiet Mind Mist,Quiet Mind Mist,,Aura Mists,"Feel Good, Quiet Mind, Restless Sleeper, Type A",Active,True,https://www.lotuswei.com/products/quiet-mind-flower-essence-mist,"all, best-sellers, pregnancy, women, travel, practice","aura-mists, elixirs, restless-sleeper, type-a, quiet-mind, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Sally_with_QM_Mist_b3489e46-a6d9-4888-a210-5f6d55d647e1.jpg?v=1717007617,,,,,,,,,,,,,,
Red Cup Water Lily Elixir,Red Cup Water Lily Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. Red Cup Water Lily catalyzes a fuller realization of who we are as divine beings living a human experience. It helps us recognize both the divine feminine and masculine and magnifies our ability to step up, magnetize and receive what’s offered. MAGNIFIES: Divine presence; magnetism; ability to receive; stepping into your power DISSOLVES: Holding back, hesitation; feeling left out; insecurity USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified Water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (Grape) Alcohol, Nymphaea antares (Red Cup Water Lily) Flower Essence, Achillea millefolium (Yarrow) Flower Essence and Nelumba nucifera (Lotus) Flower Essence. *Certified Organic",Single Elixirs,"Confidence, Go Deep, Mindful Meditator, Single Flower, Spiritual Seeker",Active,True,https://www.lotuswei.com/products/red-cup-water-lily-flower-essence-elixir,all,"low-stock-products-all-products, confidence, elixirs, mindful-meditator, spiritual-seeker, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/image_94e2959c-264b-48e1-89f4-ada1f0cad476.jpg?v=1639610329,,Size,,$45,Red Cup Water Lily Flower Essence Elixir | LOTUSWEI,"Red Cup Water Lily flower essence elixir catalyzes a fuller realization of who we are as divine beings living a human experience. It helps us recognize both the divine feminine and masculine and magnifies our ability to step up, magnetize and receive what’s offered.",,,,,,,,"Customer Reviews Based on 5 reviews Write a review 100% (5) 0% (0) 0% (0) 0% (0) 0% (0) J Julie So helpful This is such a helpful remedy for women to take.  I am perimenopausal and it helps me with balancing my emotions. J JM Unveiling of receiving wounds + profound insights This was a big one for me. The first week or so was really intense because I was seeing all these opportunities to receive and became acutely aware of how difficult it was for me - how unworthy I felt and how often I refused help when it was offered. I started taking Infinite Love to soften my experience and was then able to accept help, food, etc from my roommates and friends. I found that the guilt I felt upon actually receiving was minimal compared to the emotional paralysis I felt at the THOUGHT of receiving. Such a beautiful expansion to have witnessed in myself. This elixir has helped me make receiving a conscious practice, say yes when I want to, and let other people take responsibility for what they're offering. I'm so grateful!! <3 L Laura Receiving yourself I’ve taken this flower for essence a few times, and have often felt softer, deeply feminine, receptive. Today I began noticing how I can receive support, be less independent and ask for help. I had listened to a teaching of Katie Hess’ around receiving yourself and that really resonated. This flower essence helps me to fully love and accept myself, and feel worthy of love and support and all good things. Thank you! K Kate Winston Didn't even know I could use the help! Inner critic silenced. No kidding. Wow and thank you, thank you, thank you. R Rooz Profound Shift in Consciousness This flower has helped me to connect with my authentic heart. It has helped me to recognize that I am first and foremost a spiritual being, and that all success begins from living in that place.  As I have taken Red Cup Water Lily I have also become increasingly aware of negative beliefs and behaviors that are getting in the way of my growth and happiness, and am being guided to shed them one by one.  What an incredible gift. Thank you LotusWei. Love this, Rooz. Thank YOU for your commitment to your growth + happiness! <3"
Red Cup Water Lily Elixir,Red Cup Water Lily Elixir,,Single Elixirs,"Confidence, Go Deep, Mindful Meditator, Single Flower, Spiritual Seeker",Active,True,https://www.lotuswei.com/products/red-cup-water-lily-flower-essence-elixir,all,"low-stock-products-all-products, confidence, elixirs, mindful-meditator, spiritual-seeker, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Red_Cup_Water_Lily_Flower_Card.jpg?v=1639610329,red cup water lily flower card LOTUSWEI flower essences,,,,,,,,,,,,,
Rattlesnake Flower Elixir,Rattlesnake Flower Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. The Rattlesnake flower elixir dissolves the chronic stress and constant low level tension that has become so normal, we don't even perceive it.  It shows us what's possible when background noise disappears - we have more clarity, openness and desire to celebrate our accomplishments, which catalyzes progress and forward movement. MAGNIFIES: Strength, self-assuredness; total relaxation; meditative mind, free of worries; enjoyment and ability to rest; seeing things clearly as background noise and tension completely disappear; being in the present moment; celebrating accomplishments and contributions; progress and forward movement DISSOLVES: Constant stress and low level tension that have become 'normal'; overwhelm and being in overdrive; worrying about little things; feeling a lack or like you're falling behind; feeling there's never enough and always too much to do; constant background mental noise or tension USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified Water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (Grape) Alcohol, Chamaesyce albomarginata (Rattlesnake) Flower Essence, Achillea millefolium (Yarrow) Flower Essence and Nelumba nucifera (Lotus) Flower Essence. *Certified Organic",Single Elixirs,"Awareness, Go Deep, Single Flower",Active,True,https://www.lotuswei.com/products/rattlesnake-flower-essence-elixir,all,"awareness, elixirs, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/image_39bc50ad-0504-4a9f-9164-2bb33c806003.jpg?v=1639610258,,Size,,$45,Rattlesnake Flower Essence Elixir | LOTUSWEI,"The Rattlesnake flower essence elixir dissolves the chronic stress and constant low level tension that has become so normal, we don't even perceive it.  It shows us what's possible when background noise disappears - we have more clarity, openness and desire to celebrate our accomplishments, which catalyzes progress and forward movement.",,,,,,,,"Customer Reviews Based on 6 reviews Write a review 100% (6) 0% (0) 0% (0) 0% (0) 0% (0) K Katharina Helped me cope with construction noise Where I live, everyone seems to have been renovating their houses over the last year or so, and, working from home, I've been getting more and more agitated and stressed by it. Plus, there are lots of other additional noise factors, such as neighbours that wake me up super early in the morning. Then, a few weeks ago, our landlord announced that the roof (under which I live directly) had to be urgently redone, so I was desperately looking for a flower essence that would help me cope with even more noise. I am SO grateful for the Rattlesnake Flower Elixir – it has made such a difference, and I have been able to cope with it all SO MUCH BETTER than I ever thought I would be able to. I combined the elixir with products from the Inner Peace and Sacred Body ranges, which I felt complemented each other nicely. This will definitely be my go-to for stressful situations in which I desire some peace and quiet. I highly recommend it. Thanks for this amazing elixir, Lotuswei! D Debbie vacation in a bottle I got two bottles of this elixir - one for me and one for my boyfriend. It was so great to witness my boyfriend relax and have a calmer mind while taking Rattlesnake Flower - he has a really stressful job and I try to find different ways for him to relax and feel good.  This elixir definitely helps! D Debbie Amazing I was really intrigued to try this elixir after reading a blog Katie wrote about it.  I bought two bottles, one for me and one for my boyfriend who has a really stressful job.  I feel like the effects are subtle, amazing and powerful.  Feeling like I'm taking less on and letting things roll off my back easier.  My boyfriend had a huge shift at work after I started giving this to him which feels really magical. B Barbs Very effective! This was my second order of Lotus Wei products, since I find them so effective.  I chose Rattlesnake, since their description exactly describes my life:  under stress for so long, I don't even realize it anymore.  Even the first time I took this, I experienced immediate relief. I know it is supposed to take some time to notice the positive effects, but they hit me right away.  I only take it once a day because of this.  By the third day, I could see that I am moving in the world differently, effortlessly.  I had some very stressful events pop up this week on top of everything else, 2 weeks after taking it and others actually commented on how present and able to actually help others in the situation instead of being overwhelmed and collapsing into myself.  I'm feeling more in control of my life and have been able to make some decisions that had been difficult for me to face, but actually fell into place when I gave it the mind space.  I highly recommend this elixir if you are also looking to clear your head of the underlying noise in life and be able to focus on what is important to you.  Thank you Lotus for your high quality and good tasting product! T Tabitha Amazing This elixir is amazing! My experience with flower essences is that sometimes it can take a while to notice their effect. I’ve only been taking the rattlesnake elixir for a week, yet I have noticed a big difference. For me, this elixir goes to work almost immediately. I feel the results as soon as I take it. It’s stress relief in a bottle. I’m not using it as a quick fix. I have been working to release old patterns that no longer serve me, I am taking steps to destress my life, and I am creating a path to transition into a new job. I primarily purchased this elixir because in the description it said that it helps to dissolve constant stress and low level tension that have become normal. When I take it I feel relaxed, and things that would normally bother me don’t. I highly recommend giving this elixir a try. 1 2"
Rattlesnake Flower Elixir,Rattlesnake Flower Elixir,,Single Elixirs,"Awareness, Go Deep, Single Flower",Active,True,https://www.lotuswei.com/products/rattlesnake-flower-essence-elixir,all,"awareness, elixirs, all-products, single-flower-elixirs",https://cdn.shopify.com/s/files/1/0223/5181/products/Rattlesnake_Photo.jpg?v=1639610258,,,,,,,,,,,,,,
Radiant Energy Elixir,Radiant Energy Elixir,"Do you take on others' stress and often feel fatigued or exhausted? Cleanse your auric field & revitalize your chi with Radiant Energy Elixir. It cleanses your reproductive system of accumulated energy from past sexual partners within the last seven years. Women: it can make your cycles regular & painfree. MAGNIFIES : Radiance, vitality & strength; powerful presence, sensuality & warmth; energetic revitalization DISSOLVES : Fatigue & exhaustion; imbalance in hormones; taking on others’ stress or energy",Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RadiantEnergy-Elixir.jpg?v=1635556423,,Size,,$39,Radiant Energy Flower Essence Elixir | LOTUSWEI,"Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. MAGNIFIES: Energy, vitality, protection, strength, powerful presence, immune system boost, recharge after air travel, computer use, x-rays DISSOLVES: Fatigue after computer/cell phone use or air travel, overstimulation, taking on others' stress, feeling invisible, weak immune system","Set your intention. Take 5 drops, 5 times a day. Add to all your beverages - coffee, tea, water, etc. Put a dropperful in every water bottle. Safe for children over 1 year.","Purified Water (Aqua), Ethically-Sourced Honey, Silver Hydrosol, Vitis vinifera (Grape) Alcohol, Punica granatum (Pomegranate) Flower Essence, Citrus sinensis (Navel Orange) Flower Essence, Trifolium pretense (Red Clover) Flower Essence, Crassula ovata (Jade Succulent) Flower Essence, Achillea millefolium (Yarrow) Flower Essence, Nelumbo nucifera (Lotus) Flower Essence and Black Tourmaline Gem Essence.","Pomegranate-500x500.png, Jade_Flower-500x500.png, Navel_Orange_Blossom-500x500.png, Red_Clover-500x500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Pomegranate"",""Jade Succulent"",""Navel Orange"",""Red Clover"",""Yarrow"",""Pink Lotus""]","[""Strength"",""Presence"",""Warmth"",""Empathy"",""Vitality"",""Wisdom""]",Radiance. Sparkly warmth. Powerful presence. Energetic cleanse. Compassion without taking on others' stress. Regulate cycles & prevent cramps. Cleanse your body of previous sexual partners.,,"Customer Reviews Based on 35 reviews Write a review 100% (35) 0% (0) 0% (0) 0% (0) 0% (0) J Jacqueline C. It works ! About a month ago, I was experiencing debilitating menstrual symptoms that left me exhausted and needing to rest at home. After just two weeks of taking the Lotus Wei elixir, I noticed a remarkable difference—my latest cycle came and went without the usual exhaustion or discomfort. I didn’t even realize my period was approaching because I felt so balanced and energized! This elixir has truly been transformative for my well-being. That's amazing to hear—thank you for sharing!!! L L.B. This was my first time using radiant energy and wow is it wonderful! I had been working overtime in an environment where the energy around me was not the most ideal. Radiant Energy really helped me feel like myself again and I no longer felt depleted at the end of the day. I also found myself adhering to boundaries I’d put in place which in the past I’ve had difficulty doing. Now it was instinctual. I’m definitely going to be ordering another bottle. I love it! S Samantha My husband has been taking this and I have noticed a dramatic change in him for the better. Grateful for this product, and that he remembers to take it everyday. J J.D. Huge Help This is my first time trying flower essences. I have had intense, unpredictable periods for awhile now and startling pain down my leg. I started taking Radiant Energy and within days I started my period. I waited in anticipation for my debilitating leg cramps but they never arrived. I am in awe and grateful for the connection this elixir has made with my body. J J.W. Use this one year round to get back to myself Radiant energy is the one I keep in the car and at the house. It helps me stay in my own energy ! My All time favorite ! It helps us highly empathic people get back to ourselves. J J.J. Absolutely Amazing! Got this elixir because I was having a hard time with period cramps every month. WOW did it help. Last month was the first time I tried it, along with the Radiant Energy Serum, and ZERO CRAMPS! It feels like a miracle to have found this - thank you Katie and Lotuswei! <3 FYI - I started the elixir about a week before my period and continued throughout and got great results. I use the Serum almost every night after showering, but during PMS/period time I upped my usage to 4-5x a day. Just ordered another round and am so grateful for this incredible plant magic. :) M M. Protection Prevention Progression I’ve been using Radiant Energy in multiple forms for years! As an all encompassing intense empath with clairsentience, I feel and endure any toxicity near me. Radiant energy elixir has been a constant aid in neutralizing any negative movement from becoming me. I like the protection it gives my ethereal body and my human spirit. I adore how it assists in preventing slips of stability as well as encouraging my progression of healing. K K.Y. So good for sensitive people! I've been using this one for about 2 months now. I notice that overall I'm feeling lighter, brighter and more energized. Also more optimistic and less depressed. As a highly sensitive empathic person, it's easy for me to take on the weight of the world and feel affected by the people and energy around me. I feel this supporting me in holding good energetic boundaries. It's too soon to tell for sure, but I think it might be helping me balance out my menstrual cycle. I just ordered some more (along with the serum & the anointing oil) as I feel this will be a good one to work with for at least the next few months. J Jona Great to be used at workplace I LOVE THIS SCENT. I use this elixir together with the spray because I find myself, too often than not, taking on the stress of others. After using Radiant Energy, I find myself ""more protected"", it's as if my inner voice is comforting me. I use this at my work place, mixing it in my water tumbler. I do not feel as mentally drained as I would, while working. I am also more mindful of my energies and this had helped me a lot in navigating through situations in my life. T T S. thank god for this I ordered this elixir radiant energy about two weeks ago, and it has been an absolute life saver.  I found out my man is skirting around my back with other women, on all sorts of dating and sex sites and hasn't been sober in days. Then things went off the rails at work and family in the hospital.  I have been able to maintain and remain calm.  THANKS! 1 2 3"
Radiant Energy Elixir,Radiant Energy Elixir,,Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RE-Mist-AmazonImages-2_b01239da-9b4e-4f36-8256-a1c4d361efc0.jpg?v=1594754607,,,,,,,,,,,,,,
Radiant Energy Elixir,Radiant Energy Elixir,,Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RE-Elixir-AmazonImages-02.jpg?v=1635556379,,,,,,,,,,,,,,
Radiant Energy Elixir,Radiant Energy Elixir,,Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RE-Elixir-AmazonImages-10.jpg?v=1635556380,,,,,,,,,,,,,,
Radiant Energy Elixir,Radiant Energy Elixir,,Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RE-Elixir-AmazonImages-04.jpg?v=1635556380,,,,,,,,,,,,,,
Radiant Energy Elixir,Radiant Energy Elixir,,Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RE-Elixir-AmazonImages-05.jpg?v=1635556379,,,,,,,,,,,,,,
Radiant Energy Elixir,Radiant Energy Elixir,,Elixirs,"Feel Good, has-metafields, Radiant Energy, Shy Introvert, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-elixir,"all, best-sellers, fertility, miscarriage, women, travel","elixirs, radiant-energy, world-traveler, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RE-Elixir-AmazonImages-06.jpg?v=1635556380,,,,,,,,,,,,,,
Radiant Energy Anointing Oil,Radiant Energy Anointing Oil,"Do you take on others' stress and often feel fatigued or exhausted? Cleanse your auric field & revitalize your chi with Radiant Energy Anointing Oil. (If you're a woman, this one also helps regulate cycles & balance the reproductive system.) MAGNIFIES : Radiance, vitality & strength; powerful presence, sensuality & warmth; energetic revitalization DISSOLVES : Fatigue & exhaustion; imbalance in hormones; taking on others’ stress or energy",Anointing Oils,"Feel Good, Nature Lover, Radiant Energy, World Traveler",Active,True,https://www.lotuswei.com/products/radiant-energy-flower-essence-anointing-oil,"all, fertility, miscarriage, women, travel","elixirs, nature-lover, radiant-energy, world-traveler, anointing-oils, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/RadiantEnergy-anointingoil.jpg?v=1635556177,,Size,,$40,Radiant Energy Flower Essence + Aromatherapy Anointing Oil | LOTUSWEI,"Radiant Energy is infused with flower essences for boosting vitality and energy levels. It offers a gentle cleansing of the body, ridding your system of energies that are not your own, along with other toxins + irritants. Bringing your body back to its natural balance, it helps you exude more radiance, experience more steadiness and calm - even when others are stressing out - and emanate a more powerful presence.","Apply to pulse points {wrists, neck, behind ears} 5 times daily for transformative results.","Simmondsia chinesis (Jojoba) Oil, Bursera graveolens (Palo Santo Fruit) Oil, Pseudotsuga menziesii (Douglas Fir) Oil, Punica granatum (Pomegranate) flower essence, Citrus sinensis (Navel Orange) flower essence, Trifolium pretense (Red Clover) flower essence, Crassula ovata (Jade Succulent) flower essence, Achillea millefolium (Yarrow) flower essence, Nelumbo nucifera (Lotus) flower essence and Black Tourmaline gem essence.","Pomegranate-500x500.png, Jade_Flower-500x500.png, Navel_Orange_Blossom-500x500.png, Red_Clover-500x500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Pomegranate"",""Jade Succulent"",""Navel Orange"",""Red Clover"",""Yarrow"",""Pink Lotus""]","[""Strength"",""Presence"",""Warmth"",""Empathy"",""Vitality"",""Wisdom""]",Radiance. Sparkly warmth. Powerful presence. Energetic cleanse. Compassion without taking on others' stress. Regulate cycles & prevent cramps. Cleanse your body of previous sexual partners.,"A sacred palo santo offering while forest bathing in the fir trees, eating persimmons. Palo Santo Fruit & Douglas Fir","Customer Reviews Based on 23 reviews Write a review 91% (21) 4% (1) 0% (0) 0% (0) 4% (1) K Karley G. Smells good but there wasn't 4ml in my bottle It's smells lovely but unfortunately there wasn't a full 4ml in any of the anointing oils i purchased. Very disappointed because I wanted to love it. The exilers come with the full ml but I've only used it a couple times with 4 drops each time and it's already empty 😪 Hi Karley, I totally understand your concern! Our anointing oils actually come in a 5ml bottle, which we don’t fill completely as it causes leakage problems & causes the tops to become deformed. Because of the space left in the top of the bottle, the volume is 4ml for each anointing oil. I hope that’s helpful! L Lauren Great for low energy revitalization!! J J.J. In Love With This One! I adore the scent of this oil. Uplifting and delicious! I felt drawn to Radiant Energy, so I got this first to get a sense of the smell and was so glad I tried it. I'm thrilled to report that the Radiant Energy products have made a HUGE difference in my monthly cycle. Last month in addition to paying loving attention to my diet, exercise, and processing emotions, I used the elixir in conjunction with the serum and had ZERO cramps - miraculous! It's like a dream come true and I want to tell everyone! Also, interestingly, while working with Radiant Energy I found myself called to learn more about my monthly cycle which is big for me. For years I just tried to ignore it and push myself to keep on working hard even when I had my period and needed more rest. I felt immense embarrassment and distaste for my cycle and thought of it as an inconvenience. Radiant Energy helped me to get curious about what's actually happening in my body. I picked up 2 books about periods and recently felt called to map out my cycle and tailor activities to certain times of the month rather than fight my natural ebbs and flows. I even made a list of certain times in my cycles and treated myself to a few Lotuswei elixirs, mists, and oils that I felt intuitively called to. It felt like such a loving way to plan out the coming month! For the first time EVER I am working with my cycle and not against it - hooray! Thank you so very much, Katie and Lotuswei! <3 <3 <3 D Denise J. Beautiful At first the woodsy smell was not my favorite, but the more I use it the more it grows on me. Energetically I have felt a noticeable change within me. Along with the Radiant Energy Elixir, I feel so grounded and stable in who I am. I used to be a notorious people pleaser and was constantly anxious trying to anticipate the needs of others, always wanting a positive reaction and desiring constant validation from others. Also took on a lot of heaviness from others when they vented or looked to me for support. Using the Radiant Energy line, I am lovingly & beautifully reminded to stay grounded in my own radiant energy. I am encouraged & strengthened to be authentic, say no when I want to and just allow others to be who they are vs me worrying & internalizing the actions, words, emotions of others. It’s really really empowering! If you’re someone who struggles with taking on too much or being a people pleaser, I highly recommend this!! Love love love! R Rosemary B. Uplifting scent This scent is great and immediately uplifts me. It has helped with fatigue. I applied it on my stomach and got  my menstrual flow the next day after not having it for months. This is an amazing line K Kristen S. Grounding while energizing! I really enjoyed this oil. It truly did seem to give me energy while also leaving me focused and grounded. T Trinidad Excellent for 2021! Last year was challenging to everyone, we need the boost of energy to make sure we make the best of it in 2021 and adapt to the current circumstances. I recomend this anointing oil to someone who is searching for that power source recharge :) J Jada B. Trust Muscle Took the quiz, got radiant energy - at the time was planning a permanent move out of state, coming into full realization that I'd been in chronic low-level anxiety all year since spring, getting back into the office and spending SO MUCH TIME still and in front of a computer.  So, the description says, ""Dissolves: Fatigue after computer/cell phone use or air travel, overstimulation, taking on others' stress, feeling invisible, weak immune system.""  My experience was exactly that - I had some incredible, needed energetic purges occur during that time; I had two colleagues who discovered some huge physical/health changes occur who needed a lot of support and I was able to be there during that time; I also managed to uproot the past 18 years of becoming a woman in the city I resided in and began anew (which was a huge challenge) during that time.  There's not enough to say about subtle energetic shifts - you have to experience it for yourself and flex that trust muscle. J Jen L. If At First You Don't Like It... In 2016, I took the flower quiz.  I ordered Radiant Energy and Inner Peace oils, and the Infinite Love spray.  I think it may take awhile to transition to liking the smell of real flower fragrances when we are so used to artificial fragrances.  The only fragrance my family and I liked at the time was Infinite Love, but I kept the oils on a shelf.  Four years later, 2020, Lotuswei has come back through my life.  I took the flower quiz again.  I still had the oil, Radiant Energy, that was the result of my quiz this time around.  Now I use Radiant Energy at least five times a day.  I can say that now, I like the smell.  I'm even able to use Inner Peace, but it is almost like I ""need"" Radiant Energy.  The results of the quiz are that I absorb other people's energy, which feels draining, and I have to frequently be on electronics.  That is so true.  I am effected by how the people in my family feel, and when listening to others, I feel like I absorb what they are feeling.  It usually isn't a problem.  I love being there for people.  But with everything going on right now, I've been feeling completely overwhelmed with emotion.  I feel like Radiant Energy is a tool that will help me cope.  Putting it on at least five times a day is like a meditation practice.  It helps me return to the present moment, take a few breaths, and reconnect with myself and what is going on inside.  It has inspired me to try the elixir.  So if you receive an essence or oil you aren't fond of at first, my suggestion would be to try it for one week.  I think there can sometimes be an adjustment period.  Every review I've read on here said eventually, people came to like fragrances that they didn't like at first.  That has been my experience as well. a ak Turn up the radiance! Product smells so good and really prompts me to infuse more energy and intention into what I am doing with my day.  Highly recommend. 1 2 3"
